target_id,seed,N,drift_level,final_fidelity_RL_adaptive,final_fidelity_XYZ_interleaved,tracking_fidelity_RL_adaptive,tracking_fidelity_XYZ_interleaved,delta_final_fidelity,delta_tracking_fidelity
15,0,50,0.0,0.9562048969658677,0.922804244569265,0.7904661234911446,0.8857809554301218,0.033400652396602726,-0.09531483193897716
15,0,50,0.0025,0.8978299822698709,0.8953948907759187,0.759399974264592,0.6824119279722213,0.0024350914939521573,0.07698804629237077
15,0,50,0.005,0.8019015603703759,0.8777547580446047,0.7206057101752724,0.873761492784961,-0.07585319767422882,-0.15315578260968854
15,0,50,0.01,0.982687167552639,0.8947657898160292,0.7848472153927125,0.7926827083635277,0.0879213777366098,-0.007835492970815205
16,0,10,0.0,0.9166121666681202,0.4755800167823586,0.8988158813245161,0.5143492675771785,0.44103214988576156,0.3844666137473376
16,0,10,0.0025,0.7722427728447783,0.8749002211821086,0.9034879039715502,0.5437751873261474,-0.10265744833733037,0.35971271664540283
16,0,10,0.005,0.8668925083058571,0.6745811584553709,0.7798970015632745,0.4992959437450457,0.19231134985048615,0.28060105781822875
16,0,10,0.01,0.9556556825086406,0.7767583360054502,0.6877298660321441,0.7850518062010824,0.17889734650319045,-0.09732194016893825
16,0,25,0.0,0.8195903821530794,0.9555709573141987,0.7786491307994404,0.8051969406304029,-0.13598057516111928,-0.0265478098309625
16,0,25,0.0025,0.9085085327724449,0.9389703073361879,0.6836047250286463,0.7072489263937483,-0.030461774563742994,-0.023644201365101924
16,0,25,0.005,0.9954425177922828,0.7844187864852027,0.7551200730247711,0.7914314050234681,0.21102373130708008,-0.03631133199869696
16,0,25,0.01,0.9062031180649236,0.8295133002829902,0.8988938466179717,0.7874102592762816,0.0766898177819334,0.11148358734169006
16,0,50,0.0,0.8623388456959012,0.9091714904366298,0.8180472751304394,0.8042894819435888,-0.04683264474072857,0.013757793186850553
16,0,50,0.0025,0.9274027512033033,0.8937233448789905,0.7764360883529124,0.8357473246168128,0.033679406324312766,-0.059311236263900335
16,0,50,0.005,0.7936156512343234,0.9591699839325846,0.8083476093882901,0.8281099996579134,-0.16555433269826114,-0.019762390269623342
16,0,50,0.01,0.8195518423646682,0.9460268440636708,0.8299124088998867,0.8688120220168253,-0.1264750016990026,-0.03889961311693857
17,0,10,0.0,0.8642953618454263,0.8630893928245867,0.5667477854285659,0.8200479532384438,0.0012059690208395812,-0.25330016780987796
17,0,10,0.0025,0.7483469355190491,0.8946877456762873,0.6624631582196168,0.6468556442022534,-0.1463408101572382,0.015607514017363378
